,PC1,PC2,PC3
b0_level,0.6235811072078736,-0.15247845658771694,0.7667443661416954
b1_slope,0.525498410310464,0.807907423114089,-0.26671523473233905
b2_curvature,-0.5787901376963651,0.5692415269055655,0.5839229919703822
